location_continuity,accelerometer_variance,minutes_active_pre_trigger,cell_tower_mismatch_meters,zone_history_deliveries,is_fraud
0.8437545632889193,3.2992544647904687,137,217.132006015738,75,0
0.7215327418679539,3.6111651441632753,199,48.89086090267547,30,0
0.7157065060562416,5.459676294445011,194,199.58686922462556,59,0
0.805213544635513,4.370847871012174,206,162.1505620626861,95,0
0.9969880697169835,5.99307775213771,200,460.52911701736986,192,0
0.8231148769106889,4.322075942132184,146,17.562801501616576,112,0
0.7455708080536882,6.53766372887266,32,35.43417646567421,171,0
0.842663811246048,4.869372910785275,223,757.4394222366072,87,0
0.7082610159608396,4.769003502203253,33,563.4331219053171,83,0
0.7575601974156229,4.190613168894303,63,513.743529560252,62,0
0.8861981439473752,4.601659231222188,153,416.47985344238487,20,0
0.967613966553134,9.728085101768126,23,254.5654367968697,99,0
0.830837958740595,5.05334911104949,123,709.0653265978925,81,0
0.7054330551462521,5.615825127991425,196,302.3085126181791,98,0
0.8298300638797788,6.233099117048791,136,678.6354127801748,32,0
0.8027935439567564,3.4117997776282705,60,203.34325939487732,93,0
0.7053621804200241,6.196991824418355,221,149.26403159449978,173,0
0.8274552528604261,4.418555251005131,132,124.9921168840821,32,0
0.8248461994539285,1.7084262952699634,156,327.49850154253346,137,0
0.983419606687423,7.0262784960485085,128,417.68843764563525,51,0
0.7806032078154838,4.65304858560545,106,510.9150080276431,22,0
0.7792828789475917,7.509302302847795,93,123.84899247746075,33,0
0.9632382587891142,7.040173850270469,118,300.31617652093854,136,0
0.7634344020989634,3.64899292623128,184,279.26603061218975,11,0
0.2854241743071812,0.26167756798157593,4,4288.55153838805,1,1
0.8608289099032361,6.5531651246254174,34,131.1903775670964,116,0
0.7377865589138074,5.898494512526396,66,686.5427090485033,98,0
0.7348217921520749,5.1197022260880996,94,408.64390974203803,136,0
0.9326515890156998,4.96380633431754,82,171.64336611423278,27,0
0.7136339141024374,2.237153340563214,93,589.5305589100127,71,0
0.9519406856906851,5.675743585667052,166,430.5747469858357,166,0
0.932923888222599,4.857763653078692,100,747.3171320368899,164,0
0.054373431464531496,0.22470781348559116,1,7726.218813328661,0,1
0.033789816123444526,0.3788818307036921,4,2399.695717374719,1,1
0.9404611335648969,4.787363668958692,83,492.2409406186813,173,0
0.977914782019026,5.740966073308467,209,120.01548943188966,36,0
0.7984699317035018,6.816011828813296,178,4.94636077098356,94,0
0.7531460569667876,4.456251495676897,51,312.83383375157524,134,0
0.11557748403187815,0.20218872913113733,1,5045.288809025607,1,1
0.8187911417987365,3.5321174150170185,239,380.242939734096,91,0
0.8985001778887567,6.768298905555408,34,631.0173724523947,145,0
0.8576410922067679,4.468690417236818,204,701.7278416144088,122,0
0.7139351238159993,3.2416493698450397,103,42.124607560863936,174,0
0.8628088249474746,3.223954162666161,99,657.2732592940642,113,0
0.874176505083413,5.818680070298534,88,755.4816667774002,97,0
0.8542286327653779,7.058406974911987,164,223.0804240694118,80,0
0.919900032166787,4.394930381046976,196,102.60408969633401,197,0
0.9857160257196174,3.119897422557472,158,601.8751784070728,77,0
0.7065739986325027,3.0710004402252595,67,671.2108825278415,48,0
0.8972060446510386,5.497206344496343,103,548.8317589984227,142,0
0.7950827865301844,5.354064595736555,51,268.15474813763893,192,0
0.8937175130053161,5.138941381923385,179,156.76545690849846,103,0
0.9899252157599222,7.373175126955351,86,258.2659115491752,15,0
0.9362647257576338,3.0657791191854686,82,302.7800405818972,59,0
0.7801084810508263,6.006366872415313,234,159.2354446562819,194,0
0.7464485837793159,3.272003678631285,91,332.0363951631202,173,0
0.9783256849585639,6.42321964470743,209,522.6063675870935,127,0
0.7122325424664291,4.480360240989651,229,456.97065968199706,183,0
0.814186988042974,4.733606007861892,96,713.2644463664876,105,0
0.8215308083582699,4.262657091471605,177,351.2424319611161,171,0
0.936695547976238,4.17888871584969,159,500.63827169698476,93,0
0.9526496129951143,4.161800641906489,204,56.9925721940792,57,0
0.8355218427944331,5.6465344370163395,176,795.5863059617072,110,0
0.8120373835398116,5.244194927149869,155,151.90558898069418,10,0
0.8099085529881075,3.157334253101356,222,719.9144429062136,21,0
0.7500859266241596,2.866655525740689,141,622.3211955896296,55,0
0.9667383771820031,6.012705584610381,89,407.7235329935026,76,0
0.7914253286158399,4.111638732780778,82,143.79752107060685,118,0
0.9318314258995237,3.8411868322366463,139,702.5448366434476,26,0
0.7658904785783707,8.321494913834895,55,357.44820339792085,7,0
0.8103822253906253,3.61638052273407,120,53.57901289885927,35,0
0.7932946965146986,3.547931362234632,39,708.5980269750659,67,0
0.817929317400028,7.460921845232431,135,610.7992603453642,132,0
0.9309980659295832,3.892914374507913,106,510.76515897362356,141,0
0.8625702842135075,5.442457183563232,212,465.88937259201305,198,0
0.7562235832292746,2.901382357723287,212,357.8947823934977,74,0
0.8786916221823533,3.265376274884215,130,119.36891837053487,141,0
0.9723696381338858,2.895700764188218,167,357.45237473540345,17,0
0.9872344057114288,5.27875644335413,60,720.473520502609,143,0
0.7941634229545081,5.308183530554454,172,768.690253025584,54,0
0.7199389977328816,6.881778053571785,239,113.05197872220543,114,0
0.7867562338887849,5.720912890021021,41,299.07206877236155,10,0
0.7945718303948353,8.628166668970195,35,155.04339397433267,128,0
0.900846086559457,7.383410492666124,116,91.5716527796353,137,0
0.7169756968440146,6.236154345283559,104,419.0007815348241,163,0
0.7171260568267944,4.7740789780551,91,284.88471961516757,171,0
0.923183887771803,5.5160808823452,128,563.0821481062767,111,0
0.7382740908386691,6.3142537507868495,62,481.79674336425825,79,0
0.2753082460185072,0.3035157682362853,0,2522.451813359442,1,1
0.720535135769805,3.726342723514665,86,511.6322804402305,86,0
0.8069788527958617,4.582440548588159,96,388.5930852934834,43,0
0.7670787515558357,4.9916595595278945,58,58.04510034333292,175,0
0.9284858845986153,5.327801063616419,211,427.3987383382603,139,0
0.760045073273443,4.719981556529833,212,659.6925914366236,12,0
0.7233203910894954,5.316002697804667,228,473.65144620393335,18,0
0.9156154339786606,3.518715556359508,87,449.00305663560084,43,0
0.77959784126664,5.781034244634003,231,699.8100190251688,46,0
0.8501078338646681,8.551121546040683,177,128.3341643460874,5,0
0.904902032024907,7.698087527526968,88,308.905959861729,98,0
0.7347607178575388,2.8655376121074907,222,594.8073217150851,103,0
0.9652619390045223,3.72250673849841,204,135.23001309004084,191,0
0.9452349125473575,4.863386209470459,203,627.9914461297176,45,0
0.7037822559927277,7.508398856146291,172,776.30705823399,10,0
0.7722011544271459,5.136687300880065,191,374.90883348448784,35,0
0.8124611738571113,2.2942058111564525,139,24.717698057052306,109,0
0.9890859931267759,5.02702530806667,191,192.21174048974171,133,0
0.9504790710397897,5.998053402549245,59,481.6429383416361,182,0
0.895097705904081,3.929622995139236,25,312.45950207397505,63,0
0.9430483269879107,3.7035721070891965,106,728.9468714459437,82,0
0.7216595226937527,2.912062428572403,122,231.77433450202844,44,0
0.9532511346907591,5.409516076241578,110,727.198395498249,10,0
0.9828195322405378,6.749555818503878,37,16.45717175015644,42,0
0.7171080742010858,6.102903964962481,46,274.4190182251122,139,0
0.9242828140528754,3.7922423723856857,101,286.89872561859903,118,0
0.7928118153588346,3.6568580586124373,194,424.4048800716344,196,0
0.8712632250518428,6.29610497320842,190,257.7057142530461,192,0
0.8253282937825299,5.571167107047578,26,217.41495813903802,116,0
0.7861413874253727,3.617823464856618,88,425.11864559705776,146,0
0.9821375753058743,1.9023754306155194,94,688.6960988437376,117,0
0.973986084272871,6.594280539549825,126,545.9811032394545,8,0
0.9914185282124919,6.033746685611503,148,264.9510177217951,85,0
0.8205792740827726,2.128909894118799,157,512.2085775073816,157,0
0.03745274994263834,0.22456024623269,3,5609.681146060537,1,1
